I have bunburyed all over goat on two separate occasions.|[1.0, 0.0, 0.0, 0.0, 0.0]|0016/0016_000013.wav|0
I make her quite nervy at times.|[0.0, 0.0, 0.0, 0.0, 1.0]|0015/0015_000541.wav|0
As rich as Peter's son in law!|[1.0, 0.0, 0.0, 0.0, 0.0]|0018/0018_000021.wav|0
A raging fire was in his eyes.|[1.0, 0.0, 0.0, 0.0, 0.0]|0017/0017_000209.wav|0
And there you'll find a snap dragon fly.|[1.0, 0.0, 0.0, 0.0, 0.0]|0013/0013_000147.wav|0
The nastiest things they saw were the cobwebs.|[0.0, 0.0, 0.0, 1.0, 0.0]|0018/0018_001095.wav|0
Paul's teeth ached because of lemon.|[0.0, 0.0, 0.0, 0.0, 1.0]|0019/0019_000688.wav|0
please excuse me.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000397.wav|0
I am loath to see him go.|[0.0, 0.0, 0.0, 1.0, 0.0]|0019/0019_001353.wav|0
I am going to go back home.|[0.0, 0.0, 0.0, 1.0, 0.0]|0011/0011_001396.wav|0
Mum shuts one's mouth up, doesn't it.|[0.0, 0.0, 0.0, 0.0, 1.0]|0012/0012_000608.wav|0
But the tune isn't his own invention.|[0.0, 0.0, 0.0, 0.0, 1.0]|0011/0011_000569.wav|0
Chapter eighteen, the return journey.|[0.0, 1.0, 0.0, 0.0, 0.0]|0014/0014_001684.wav|0
We all see panda on TV or in the zoo.|[0.0, 0.0, 0.0, 1.0, 0.0]|0013/0013_001194.wav|0
He is old fashioned but he is the best of men.|[0.0, 0.0, 1.0, 0.0, 0.0]|0016/0016_000993.wav|0
Who is been repeating all that hard stuff to you?|[1.0, 0.0, 0.0, 0.0, 0.0]|0011/0011_000032.wav|0
That was his chief thought.|[1.0, 0.0, 0.0, 0.0, 0.0]|0016/0016_000008.wav|0
Am I an absolute pauper?|[1.0, 0.0, 0.0, 0.0, 0.0]|0011/0011_000122.wav|0
I chose the right way.|[0.0, 1.0, 0.0, 0.0, 0.0]|0020/0020_001441.wav|0
No thank you.|[0.0, 1.0, 0.0, 0.0, 0.0]|0011/0011_001612.wav|0
Off for the prison ship.|[0.0, 0.0, 0.0, 0.0, 1.0]|0014/0014_000594.wav|0
And would spoil my joke.|[0.0, 0.0, 1.0, 0.0, 0.0]|0019/0019_000830.wav|0
And would spoil my joke.|[1.0, 0.0, 0.0, 0.0, 0.0]|0014/0014_000130.wav|0
Perhaps you think that is a queer title for this chapter.|[0.0, 0.0, 0.0, 0.0, 1.0]|0018/0018_000658.wav|0
I have bunburyed all over goat on two separate occasions.|[0.0, 0.0, 0.0, 0.0, 1.0]|0014/0014_000363.wav|0
So Tom saw night as it were broad daylight.|[1.0, 0.0, 0.0, 0.0, 0.0]|0017/0017_000340.wav|0
She is now choosing skirt to wear.|[0.0, 0.0, 0.0, 0.0, 1.0]|0012/0012_000375.wav|0
I must have two to fetch and carry.|[0.0, 1.0, 0.0, 0.0, 0.0]|0015/0015_001656.wav|0
Do you know the lid opens?|[0.0, 1.0, 0.0, 0.0, 0.0]|0013/0013_001624.wav|0
Yes, I miss her.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000544.wav|0
This used to be Jerry's occupation.|[0.0, 0.0, 1.0, 0.0, 0.0]|0011/0011_000733.wav|0
Give me a fine fat goose.|[0.0, 0.0, 0.0, 1.0, 0.0]|0014/0014_001363.wav|0
Then we all say aha!|[0.0, 0.0, 0.0, 1.0, 0.0]|0014/0014_001099.wav|0
Annie please please don't hurt me!|[0.0, 1.0, 0.0, 0.0, 0.0]|0016/0016_001414.wav|0
Then there was a report.|[1.0, 0.0, 0.0, 0.0, 0.0]|0011/0011_000080.wav|0
It says no way! shouted Daisy.|[1.0, 0.0, 0.0, 0.0, 0.0]|0016/0016_000228.wav|0
The owl flew into a bush.|[0.0, 1.0, 0.0, 0.0, 0.0]|0013/0013_001519.wav|0
Midyear is day, shire year.|[0.0, 0.0, 0.0, 0.0, 1.0]|0011/0011_000411.wav|0
Off for the prison ship.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000594.wav|0
To catch that bulrush root with my paw!|[1.0, 0.0, 0.0, 0.0, 0.0]|0017/0017_000125.wav|0
Enough,you a foolish chatter.|[0.0, 0.0, 0.0, 1.0, 0.0]|0018/0018_001391.wav|0
The name really is the agedaged man.|[0.0, 0.0, 0.0, 1.0, 0.0]|0011/0011_001085.wav|0
Zero four three a silver shilling is journey.|[0.0, 0.0, 0.0, 1.0, 0.0]|0020/0020_001109.wav|0
I make her quite nervy at times.|[0.0, 0.0, 1.0, 0.0, 0.0]|0019/0019_000891.wav|0
I must have two to fetch and carry.|[0.0, 0.0, 1.0, 0.0, 0.0]|0019/0019_000956.wav|0
His hope will cheat him.|[0.0, 0.0, 0.0, 1.0, 0.0]|0013/0013_001349.wav|0
But I saw you walking.|[0.0, 0.0, 0.0, 1.0, 0.0]|0017/0017_001127.wav|0
Lucy, a clever farmer.|[0.0, 0.0, 0.0, 0.0, 1.0]|0017/0017_000694.wav|0
Let go of my top knot.|[0.0, 0.0, 0.0, 0.0, 1.0]|0012/0012_000439.wav|0
The song is really louding on a gate.|[0.0, 1.0, 0.0, 0.0, 0.0]|0017/0017_001604.wav|0
He searched through the box.|[0.0, 0.0, 1.0, 0.0, 0.0]|0020/0020_000873.wav|0
Asteroid three hundred and twenty five.|[1.0, 0.0, 0.0, 0.0, 0.0]|0014/0014_000063.wav|0
No admittance except on party business.|[0.0, 0.0, 1.0, 0.0, 0.0]|0017/0017_000972.wav|0
There goes the shawl again!|[1.0, 0.0, 0.0, 0.0, 0.0]|0018/0018_000290.wav|0
First, issue a reward.|[0.0, 0.0, 0.0, 1.0, 0.0]|0018/0018_001231.wav|0
where are you going?|[1.0, 0.0, 0.0, 0.0, 0.0]|0012/0012_000332.wav|0
No thank you.|[0.0, 1.0, 0.0, 0.0, 0.0]|0018/0018_001612.wav|0
We may join with that power.|[0.0, 0.0, 0.0, 0.0, 1.0]|0014/0014_000616.wav|0
it looks much better.|[1.0, 0.0, 0.0, 0.0, 0.0]|0011/0011_000158.wav|0
From each cake, there sprang a huge dog.|[0.0, 0.0, 0.0, 1.0, 0.0]|0016/0016_001261.wav|0
I said you looked like an egg, sir.|[0.0, 0.0, 1.0, 0.0, 0.0]|0020/0020_000868.wav|0
She laughed.|[0.0, 1.0, 0.0, 0.0, 0.0]|0015/0015_001654.wav|0
And she caught at the brooch.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000674.wav|0
Give me a fine fat goose.|[0.0, 0.0, 0.0, 1.0, 0.0]|0013/0013_001363.wav|0
I am run off my feet.|[0.0, 0.0, 0.0, 1.0, 0.0]|0016/0016_001302.wav|0
Can I lodge here tonight?|[0.0, 0.0, 0.0, 1.0, 0.0]|0015/0015_001191.wav|0
But if you hadn't done them.|[1.0, 0.0, 0.0, 0.0, 0.0]|0013/0013_000170.wav|0
Suppose I take grandmother a fresh vegetable.|[0.0, 1.0, 0.0, 0.0, 0.0]|0011/0011_001485.wav|0
You woke me up!|[1.0, 0.0, 0.0, 0.0, 0.0]|0020/0020_000296.wav|0
Andy what's the guy and to gimble.|[0.0, 0.0, 1.0, 0.0, 0.0]|0011/0011_000706.wav|0
I am a selfish sinner.|[0.0, 0.0, 1.0, 0.0, 0.0]|0017/0017_000921.wav|0
Father has yellow eyes.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000662.wav|0
Clear than clear water!|[0.0, 1.0, 0.0, 0.0, 0.0]|0012/0012_001405.wav|0
I have had to grow old.|[0.0, 0.0, 0.0, 0.0, 1.0]|0015/0015_000542.wav|0
Off for the prison ship.|[1.0, 0.0, 0.0, 0.0, 0.0]|0014/0014_000244.wav|0
She laughed.|[0.0, 0.0, 1.0, 0.0, 0.0]|0011/0011_000954.wav|0
Tom and Michael woke up next morning.|[1.0, 0.0, 0.0, 0.0, 0.0]|0016/0016_000107.wav|0
Rat came and replied on the leaves.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000379.wav|0
He said to Jack, the chatterer.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000496.wav|0
please excuse me.|[0.0, 0.0, 0.0, 0.0, 1.0]|0011/0011_000397.wav|0
that sounds good.|[0.0, 0.0, 1.0, 0.0, 0.0]|0017/0017_000902.wav|0
I toy with my liqueur.|[0.0, 1.0, 0.0, 0.0, 0.0]|0020/0020_001567.wav|0
Off for the prison ship.|[0.0, 0.0, 1.0, 0.0, 0.0]|0014/0014_000944.wav|0
This is Jack, the relatives of Tom.|[0.0, 1.0, 0.0, 0.0, 0.0]|0020/0020_001502.wav|0
A hippo lives in the zoo.|[0.0, 0.0, 1.0, 0.0, 0.0]|0012/0012_000787.wav|0
Let go of my top knot.|[0.0, 0.0, 0.0, 0.0, 1.0]|0015/0015_000439.wav|0
Paul's teeth ached because of lemon.|[0.0, 0.0, 1.0, 0.0, 0.0]|0015/0015_001038.wav|0
They ate beef at the butcher shop.|[0.0, 1.0, 0.0, 0.0, 0.0]|0019/0019_001566.wav|0
I owe them five hundred dollars.|[1.0, 0.0, 0.0, 0.0, 0.0]|0015/0015_000307.wav|0
The owl flew into a bush.|[0.0, 0.0, 1.0, 0.0, 0.0]|0016/0016_000819.wav|0
We can not do it sir.|[0.0, 1.0, 0.0, 0.0, 0.0]|0019/0019_001646.wav|0
I know you .|[1.0, 0.0, 0.0, 0.0, 0.0]|0016/0016_000278.wav|0
Annie please please don't hurt me!|[0.0, 0.0, 0.0, 0.0, 1.0]|0016/0016_000364.wav|0
A large flat ferry boat was moored beside it.|[0.0, 1.0, 0.0, 0.0, 0.0]|0011/0011_001529.wav|0
That was his chief thought.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000358.wav|0
Age forty five if a day a lie.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000532.wav|0
Daisy creams with pink edges.|[0.0, 0.0, 1.0, 0.0, 0.0]|0014/0014_000879.wav|0
It says no way! shouted Daisy.|[1.0, 0.0, 0.0, 0.0, 0.0]|0014/0014_000228.wav|0
She said in subdued voice.|[0.0, 1.0, 0.0, 0.0, 0.0]|0011/0011_001663.wav|0
I guess it's a choice feast.|[0.0, 0.0, 0.0, 0.0, 1.0]|0011/0011_000456.wav|0
He likes dragons very much.|[0.0, 0.0, 0.0, 1.0, 0.0]|0013/0013_001265.wav|0
Tom fell with a cloven head.|[0.0, 0.0, 0.0, 0.0, 1.0]|0013/0013_000527.wav|0
Her kind and firm glance.|[0.0, 1.0, 0.0, 0.0, 0.0]|0013/0013_001650.wav|0
This speech roused dame ilse to anger.|[0.0, 1.0, 0.0, 0.0, 0.0]|0017/0017_001555.wav|0
Age forty five if a day a lie.|[0.0, 1.0, 0.0, 0.0, 0.0]|0017/0017_001582.wav|0
In my opinion that is a good idea!|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000438.wav|0
Your midget wife never can sing a song.|[0.0, 0.0, 0.0, 1.0, 0.0]|0014/0014_001106.wav|0
Five hundred and one million right?|[0.0, 0.0, 0.0, 0.0, 1.0]|0011/0011_000652.wav|0
All the way to China is home.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000501.wav|0
I'd far rather go without them than eat them!|[0.0, 1.0, 0.0, 0.0, 0.0]|0014/0014_001475.wav|0
You cruelty shall cost your life !|[0.0, 0.0, 0.0, 1.0, 0.0]|0012/0012_001267.wav|0
Sam waved his arm vaguely.|[1.0, 0.0, 0.0, 0.0, 0.0]|0013/0013_000169.wav|0
The straw, charcoal and the pea.|[0.0, 0.0, 1.0, 0.0, 0.0]|0014/0014_000985.wav|0
Because he was a man with infinite resource and sagacity.|[0.0, 0.0, 0.0, 1.0, 0.0]|0015/0015_001324.wav|0
Her shoes were like fishes.|[0.0, 0.0, 0.0, 1.0, 0.0]|0013/0013_001062.wav|0
Can I lodge here tonight?|[0.0, 0.0, 1.0, 0.0, 0.0]|0019/0019_000841.wav|0
Dear customer,welcome to our ship.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000698.wav|0
From each cake, there sprang a huge dog.|[0.0, 0.0, 1.0, 0.0, 0.0]|0013/0013_000911.wav|0
Captain Tom receives an angry letter.|[1.0, 0.0, 0.0, 0.0, 0.0]|0019/0019_000199.wav|0
I owe them five hundred dollars.|[0.0, 1.0, 0.0, 0.0, 0.0]|0020/0020_001707.wav|0
After a while he perceived both giants.|[0.0, 0.0, 1.0, 0.0, 0.0]|0020/0020_000961.wav|0
Yes, I miss her.|[0.0, 0.0, 0.0, 0.0, 1.0]|0020/0020_000544.wav|0
Fear neither root nor sprout!|[1.0, 0.0, 0.0, 0.0, 0.0]|0013/0013_000205.wav|0
