Moore's charity work includes raising money for the fight against Scleroderma.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_RpsB2D1.wav|0
Aerobic conditioning can increase the duration that one can endure physical activity.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_W4Q77Qg.wav|0
Apparently married young, she had one child while on Earth before her husband died.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_jCU2Rdz.wav|0
Among her most well-known stories is How Ms. Pac-Man Ruined My Gang Life.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_xNCWmyp.wav|0
The team's mascots are Ozzie T. Cougar and his sister Annie T. Cougar.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_ekebBzk.wav|0
But even finding the center of gravity of the sphere accurately was difficult.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_OeaXVPR.wav|0
Thus, a precedent was set.|[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_rMF5bCZ.wav|0
Training Hull Maintenance Technicians.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_ybbS130.wav|0
The twenty million dollar project is projected to be finished in eight weeks.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_2bB5eWe.wav|0
It premiered on television and was later released on home video.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_8YdBZ83.wav|0
A moderator of presbytery is elected for a six-month term.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_OoC7nKT.wav|0
Bows and crossbows are not regulated items in Finland, while pepper spray is.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_frXlXlo.wav|0
He was raised a Christian despite his father being of Jewish descent.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_eVCnmzH.wav|0
The county seat is Stanton.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_mvbPF9a.wav|0
Hero was one of history's most ingenious engineers and applied mathematicians.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_ly5qSzL.wav|0
Luther and Cody Dickinson's father was the Memphis musician and record producer Jim Dickinson.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_y8QuGBT.wav|0
He was educated at Harrow School and Trinity College, Cambridge.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]|recorded_audio_qEEhlex.wav|0
Previous conductors include Tom Seligman, Errol Girdlestone, Tomas Netopil and Kevin Griffiths.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_SzQqP30.wav|0
The castle ruins still exist today and were recently renovated.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_9vnWtrO.wav|0
Most subdivisions have one to zoning.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_Ttj3Kdc.wav|0
Patrick manages to find a saloon and meets Ruby Lou.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_JZvGLiu.wav|0
This was his final appearance recorded.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_8M1Umhy.wav|0
Absu mainman and drummer Proscriptor soon filled the vacant position.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_9USS5MO.wav|0
Low balls are extremely difficult to return.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_eeXTMFT.wav|0
"Towns could use the term ""sister-queen"" to further praise Laodice as a faithful consort."|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_nnKEZHR.wav|0
He also worked on the turbulence of stellar atmosphere and expanding shells around stars.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_G3mVXv8.wav|0
Colucci reportedly was planning to kill Gravano and both Speros in retaliation.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_puaChuW.wav|0
There are additionally several parks nearby towns in the metropolitan area.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]|recorded_audio_9iH29ey.wav|0
The interior of the ship was almost completely stripped during this time.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_cYdXMSA.wav|0
Non-resonant excitation occurs when the incoming radiation promotes a core electron to the continuum.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_JPhb61X.wav|0
The Mega Drive version was released exclusively in Japan.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_1gPzPKV.wav|0
"Unless otherwise, the main source of Nielsen ratings is the newspaper ""Pittsburgh Post-Gazette""."|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_C6rTUEu.wav|0
Each level starts out with a case to solve and some possible clues.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_8xSxnMx.wav|0
The municipality comprises the towns of Kruishoutem proper, Nokere and Wannegem-Lede.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_9f7I8q2.wav|0
There is a small weekly newspaper in the town called The Heavener Ledger.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_AoaJumj.wav|0
Many women do not actually fit into the Ludwig stages.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_vWnrtaJ.wav|0
His major sponsor is Algario Communications, a Toronto-based communications and sales development company.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_6emr1kD.wav|0
The costs of building the docks had been far more than anticipated, however.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_jalDCLf.wav|0
The nearest airport is Bristol Airport.|[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_DEz8jAt.wav|0
The third issue has regarded the protection of minors.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_dxcEeZ0.wav|0
They were hip to psychedelics as psychiatric medicine.|[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_hS7CJm6.wav|0
Many variants of this airliner have been built.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_qAyuIM6.wav|0
All disk administration could be performed online, without taking any file system offline.|[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_aYhSTXH.wav|0
The capsule could float in case of a water landing.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_xML4H8F.wav|0
This by-election was called following the resignation of Green Party councillor Barrie Wood.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_z5kzN6c.wav|0
The practice has a reputation for designing modernist, yet stylistically restrained buildings.|[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_OtXtoN5.wav|0
She was born in Saint-Denis, France, to Moroccan parents.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]|recorded_audio_FfSibsQ.wav|0
In this case, the Lagrangian exhibits spontaneous symmetry breaking.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_eMrj0w4.wav|0
Cheer up, and tell us about it!|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]|recorded_audio_EHfN6Pn.wav|0
They are the documents of an intellectual's inner resistance against National Socialism.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_JfR94Nj.wav|0
Hearing of the bill, Georgie Russell rides to Philadelphia to fetch Crockett.|[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_BoFqGL1.wav|0
We can do this even faster.|[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]|recorded_audio_evnMe5Q.wav|0
The staggered platforms are linked by footbridge.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_qMpjT9A.wav|0
During the engagement neither ship suffered damage or casualties.|[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]|recorded_audio_rmIFSfB.wav|0
Being able to do a variety of subject matter keeps me from going insane.|[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_wgQgvN9.wav|0
He introduced ideas that indirectly challenged the discriminatory taxes imposed by Islamic authorities.|[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]|recorded_audio_u2xubGw.wav|0
Emphasis is placed on those discoveries affecting human life.|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]|recorded_audio_nyYL4HS.wav|0
